timestamp,ax,ay,az,vx,vy,vz,rms,status
2026-05-02T19:46:23.679,0.313,-0.001,-0.949,-0.022,-0.006,-0.011,0.028,NORMAL
2026-05-02T19:46:24.179,0.296,0.007,-0.93,-0.038,0.003,0.008,0.029,NORMAL
2026-05-02T19:46:24.679,0.341,-0.002,-0.936,0.006,-0.005,0.003,0.028,NORMAL
2026-05-02T19:46:25.178,0.326,0.006,-0.962,-0.005,0.002,-0.026,0.03,NORMAL
2026-05-02T19:46:25.679,0.342,-0.009,-0.929,0.011,-0.014,0.008,0.03,NORMAL
2026-05-02T19:46:26.179,0.324,-0.02,-0.902,-0.01,-0.021,0.036,0.031,NORMAL
2026-05-02T19:46:26.678,0.313,0.0,-0.922,-0.021,-0.002,0.014,0.032,NORMAL
2026-05-02T19:46:27.178,0.338,0.004,-0.959,0.005,0.001,-0.026,0.032,NORMAL
2026-05-02T19:46:27.679,0.351,0.016,-0.905,0.021,0.012,0.025,0.033,NORMAL
2026-05-02T19:46:28.179,0.321,0.007,-0.945,-0.006,0.002,-0.013,0.033,NORMAL
2026-05-02T19:46:28.679,0.32,0.0,-0.999,-0.007,-0.006,-0.063,0.034,NORMAL
2026-05-02T19:46:29.178,0.345,0.006,-0.929,0.014,0.001,0.008,0.033,NORMAL
2026-05-02T19:46:29.678,0.355,0.023,-0.899,0.024,0.02,0.035,0.033,NORMAL
2026-05-02T19:46:30.178,0.314,0.004,-0.926,-0.013,0.001,0.007,0.033,NORMAL
2026-05-02T19:46:30.678,0.326,0.004,-0.945,0.001,0.0,-0.014,0.034,NORMAL
2026-05-02T19:46:31.178,0.316,0.01,-0.878,-0.007,0.006,0.051,0.035,NORMAL
2026-05-02T19:46:31.678,0.3,-0.028,-0.932,-0.024,-0.033,-0.002,0.035,NORMAL
2026-05-02T19:46:32.179,0.35,-0.005,-0.936,0.023,-0.01,-0.01,0.036,NORMAL
2026-05-02T19:46:32.678,0.317,0.013,-0.939,-0.011,0.009,-0.007,0.036,NORMAL
2026-05-02T19:46:33.178,0.375,0.015,-0.958,0.044,0.012,-0.026,0.036,NORMAL
2026-05-02T19:46:33.678,0.33,-0.005,-0.922,0.001,-0.008,0.011,0.036,NORMAL
2026-05-02T19:46:34.178,0.35,0.003,-0.894,0.021,0.001,0.039,0.035,NORMAL
2026-05-02T19:46:34.678,0.315,0.026,-0.957,-0.015,0.023,-0.022,0.035,NORMAL
2026-05-02T19:46:35.178,0.331,0.008,-0.929,0.001,0.005,0.005,0.032,NORMAL
2026-05-02T19:46:35.678,0.305,0.0,-0.935,-0.025,-0.005,0.0,0.031,NORMAL
2026-05-02T19:46:36.178,0.284,-0.002,-0.948,-0.047,-0.006,-0.012,0.032,NORMAL
2026-05-02T19:46:36.678,0.356,-0.014,-0.952,0.024,-0.018,-0.017,0.03,NORMAL
2026-05-02T19:46:37.178,0.322,0.022,-0.935,-0.011,0.017,0.0,0.032,NORMAL
2026-05-02T19:46:37.678,0.353,0.022,-0.933,0.02,0.017,-0.002,0.032,NORMAL
2026-05-02T19:46:38.177,0.365,0.004,-0.915,0.032,0.001,0.017,0.032,NORMAL
2026-05-02T19:46:38.678,0.337,-0.014,-0.946,0.001,-0.015,-0.012,0.032,NORMAL
2026-05-02T19:46:39.178,0.342,-0.004,-0.945,0.004,-0.005,-0.011,0.033,NORMAL
2026-05-02T19:46:39.678,0.333,-0.008,-0.94,-0.006,-0.009,-0.006,0.033,NORMAL
2026-05-02T19:46:40.178,0.333,-0.004,-0.964,-0.008,-0.006,-0.029,0.032,NORMAL
2026-05-02T19:46:40.677,0.37,0.023,-0.957,0.029,0.022,-0.023,0.032,NORMAL
2026-05-02T19:46:41.178,0.34,0.006,-0.914,0.002,0.006,0.018,0.031,NORMAL
2026-05-02T19:46:41.677,0.318,0.014,-0.943,-0.016,0.013,-0.01,0.029,NORMAL
2026-05-02T19:46:42.178,0.317,-0.018,-0.967,-0.018,-0.019,-0.033,0.028,NORMAL
2026-05-02T19:46:42.677,0.318,0.019,-0.955,-0.017,0.016,-0.022,0.03,NORMAL
2026-05-02T19:46:43.177,0.369,0.014,-0.944,0.033,0.012,-0.009,0.032,NORMAL
2026-05-02T19:46:43.677,0.35,0.019,-0.897,0.017,0.015,0.033,0.033,NORMAL
2026-05-02T19:46:44.177,0.32,-0.001,-0.861,-0.013,-0.003,0.07,0.036,NORMAL
2026-05-02T19:46:44.678,0.289,-0.017,-0.948,-0.043,-0.02,-0.018,0.036,NORMAL
2026-05-02T19:46:45.177,0.331,-0.007,-0.935,-0.003,-0.01,-0.004,0.038,NORMAL
2026-05-02T19:46:45.677,0.343,0.017,-0.94,0.008,0.015,-0.013,0.037,NORMAL
2026-05-02T19:46:46.177,0.36,0.005,-0.948,0.026,0.003,-0.018,0.036,NORMAL
2026-05-02T19:46:46.677,0.333,0.0,-0.94,0.001,-0.002,-0.01,0.035,NORMAL
2026-05-02T19:46:47.176,0.342,0.008,-0.922,0.008,0.005,0.009,0.035,NORMAL
2026-05-02T19:46:47.677,0.355,0.004,-0.923,0.021,0.001,0.01,0.034,NORMAL
2026-05-02T19:46:48.177,0.339,0.014,-0.939,0.008,0.011,-0.008,0.033,NORMAL
2026-05-02T19:46:48.677,0.295,0.0,-0.918,-0.035,-0.003,0.013,0.033,NORMAL
2026-05-02T19:46:49.177,0.316,-0.016,-0.975,-0.016,-0.02,-0.04,0.032,NORMAL
2026-05-02T19:46:49.677,0.326,0.019,-0.945,-0.007,0.014,-0.011,0.033,NORMAL
2026-05-02T19:46:50.177,0.383,0.003,-0.961,0.051,-0.002,-0.028,0.034,NORMAL
2026-05-02T19:46:50.676,0.351,0.002,-0.9,0.019,-0.001,0.035,0.033,NORMAL
2026-05-02T19:46:51.177,0.346,-0.007,-0.915,0.016,-0.009,0.02,0.031,NORMAL
2026-05-02T19:46:51.677,0.291,0.006,-0.966,-0.039,0.002,-0.03,0.031,NORMAL
2026-05-02T19:46:52.176,0.326,0.009,-0.957,-0.005,0.006,-0.022,0.031,NORMAL
2026-05-02T19:46:52.676,0.362,0.013,-0.932,0.031,0.011,0.003,0.033,NORMAL
2026-05-02T19:46:53.177,0.339,-0.003,-0.92,0.009,-0.005,0.015,0.031,NORMAL
2026-05-02T19:46:53.676,0.32,-0.011,-0.933,-0.012,-0.012,0.004,0.03,NORMAL
2026-05-02T19:46:54.176,0.35,0.014,-0.907,0.017,0.011,0.028,0.029,NORMAL
2026-05-02T19:46:54.676,0.341,0.01,-0.903,0.009,0.007,0.031,0.029,NORMAL
2026-05-02T19:46:55.177,0.311,-0.001,-0.892,-0.019,-0.003,0.041,0.029,NORMAL
2026-05-02T19:46:55.676,0.316,-0.007,-0.886,-0.016,-0.009,0.048,0.03,NORMAL
2026-05-02T19:46:56.175,0.354,0.002,-0.934,0.021,-0.001,0.002,0.03,NORMAL
2026-05-02T19:46:56.676,0.348,0.014,-0.894,0.017,0.01,0.039,0.031,NORMAL
2026-05-02T19:46:57.177,0.315,-0.011,-0.895,-0.014,-0.013,0.039,0.032,NORMAL
2026-05-02T19:46:57.676,0.335,-0.004,-0.958,0.005,-0.007,-0.023,0.032,NORMAL
2026-05-02T19:46:58.176,0.374,0.002,-0.937,0.042,0.0,-0.004,0.034,NORMAL
2026-05-02T19:46:58.676,0.365,0.01,-0.951,0.035,0.008,-0.017,0.032,NORMAL
2026-05-02T19:46:59.176,0.347,-0.011,-0.931,0.016,-0.014,0.004,0.031,NORMAL
2026-05-02T19:46:59.676,0.337,0.003,-0.918,0.005,-0.001,0.015,0.031,NORMAL
2026-05-02T19:47:00.176,0.372,0.015,-0.964,0.04,0.011,-0.031,0.033,NORMAL
2026-05-02T19:47:00.676,0.341,0.021,-0.891,0.01,0.018,0.041,0.032,NORMAL
2026-05-02T19:47:01.176,0.333,-0.01,-0.924,0.002,-0.013,0.008,0.031,NORMAL
2026-05-02T19:47:01.676,0.289,-0.039,-0.95,-0.043,-0.041,-0.017,0.032,NORMAL
2026-05-02T19:47:02.176,0.326,-0.002,-0.959,-0.005,-0.005,-0.025,0.033,NORMAL
2026-05-02T19:47:02.675,0.348,0.026,-0.928,0.014,0.023,0.007,0.034,NORMAL
2026-05-02T19:47:03.176,0.364,0.007,-0.927,0.032,0.005,0.009,0.036,NORMAL
2026-05-02T19:47:03.676,0.332,-0.004,-0.915,0.003,-0.007,0.019,0.036,NORMAL
2026-05-02T19:47:04.176,0.352,0.012,-0.94,0.019,0.008,-0.005,0.036,NORMAL
2026-05-02T19:47:04.676,0.358,0.008,-0.934,0.025,0.005,-0.002,0.038,NORMAL
2026-05-02T19:47:05.176,0.329,0.019,-0.932,0.0,0.017,-0.003,0.038,NORMAL
2026-05-02T19:47:05.676,0.3,-0.002,-0.93,-0.028,-0.006,-0.001,0.038,NORMAL
2026-05-02T19:47:06.176,0.339,-0.007,-0.965,0.008,-0.011,-0.033,0.035,NORMAL
2026-05-02T19:47:06.676,0.329,0.003,-0.927,0.0,-0.003,0.003,0.035,NORMAL
2026-05-02T19:47:07.176,0.307,-0.012,-0.935,-0.023,-0.015,-0.003,0.033,NORMAL
2026-05-02T19:47:07.676,0.279,-0.015,-0.925,-0.052,-0.019,0.008,0.032,NORMAL
2026-05-02T19:47:08.176,0.307,0.013,-0.942,-0.024,0.008,-0.008,0.031,NORMAL
2026-05-02T19:47:08.676,0.37,0.002,-0.912,0.038,0.0,0.022,0.033,NORMAL
2026-05-02T19:47:09.175,0.317,-0.004,-0.875,-0.013,-0.005,0.056,0.034,NORMAL
2026-05-02T19:47:09.675,0.317,-0.006,-0.901,-0.015,-0.009,0.032,0.035,NORMAL
2026-05-02T19:47:10.175,0.35,0.023,-0.892,0.016,0.018,0.04,0.036,NORMAL
2026-05-02T19:47:10.675,0.341,0.02,-0.903,0.008,0.016,0.03,0.037,NORMAL
2026-05-02T19:47:11.175,0.311,-0.006,-0.888,-0.019,-0.009,0.046,0.036,NORMAL
2026-05-02T19:47:11.675,0.33,-0.009,-0.935,-0.003,-0.013,0.002,0.034,NORMAL
2026-05-02T19:47:12.174,0.368,0.019,-0.929,0.034,0.016,0.005,0.035,NORMAL
2026-05-02T19:47:12.675,0.335,-0.003,-0.971,0.004,-0.004,-0.036,0.034,NORMAL
2026-05-02T19:47:13.175,0.274,-0.009,-0.944,-0.056,-0.01,-0.006,0.035,NORMAL
2026-05-02T19:47:13.674,0.354,0.003,-0.911,0.021,0.001,0.026,0.034,NORMAL
2026-05-02T19:47:14.175,0.364,0.017,-0.937,0.033,0.014,0.0,0.035,NORMAL
2026-05-02T19:47:14.675,0.301,-0.001,-0.959,-0.029,-0.004,-0.024,0.032,NORMAL
2026-05-02T19:47:15.174,0.334,-0.005,-0.933,0.001,-0.01,0.002,0.031,NORMAL
2026-05-02T19:47:15.674,0.32,-0.001,-0.93,-0.012,-0.006,0.003,0.031,NORMAL
2026-05-02T19:47:16.175,0.312,-0.006,-0.931,-0.018,-0.01,0.003,0.029,NORMAL
2026-05-02T19:47:16.675,0.307,-0.008,-0.965,-0.026,-0.013,-0.028,0.029,NORMAL
2026-05-02T19:47:17.175,0.351,0.021,-0.929,0.017,0.014,0.006,0.028,NORMAL
2026-05-02T19:47:17.675,0.364,0.025,-0.921,0.031,0.018,0.013,0.029,NORMAL
2026-05-02T19:47:18.174,0.325,0.003,-0.906,-0.008,-0.004,0.03,0.029,NORMAL
2026-05-02T19:47:18.674,0.331,0.006,-0.981,-0.002,0.0,-0.045,0.03,NORMAL
2026-05-02T19:47:19.174,0.321,0.012,-0.916,-0.011,0.007,0.017,0.029,NORMAL
2026-05-02T19:47:19.675,0.317,0.014,-0.944,-0.014,0.008,-0.008,0.031,NORMAL
2026-05-02T19:47:20.175,0.331,0.009,-0.95,-0.002,0.002,-0.014,0.03,NORMAL
2026-05-02T19:47:20.674,0.357,0.009,-0.954,0.024,0.002,-0.016,0.031,NORMAL
2026-05-02T19:47:21.174,0.342,0.013,-0.935,0.01,0.007,0.003,0.029,NORMAL
2026-05-02T19:47:21.675,0.313,-0.01,-0.964,-0.018,-0.014,-0.028,0.03,NORMAL
2026-05-02T19:47:22.175,0.307,-0.001,-0.924,-0.026,-0.005,0.012,0.03,NORMAL
2026-05-02T19:47:22.674,0.358,0.018,-0.93,0.026,0.015,0.005,0.032,NORMAL
2026-05-02T19:47:23.174,0.319,0.005,-0.895,-0.01,0.003,0.038,0.032,NORMAL
2026-05-02T19:47:23.674,0.346,-0.01,-0.938,0.012,-0.012,-0.002,0.034,NORMAL
2026-05-02T19:47:24.174,0.344,0.023,-0.95,0.011,0.02,-0.016,0.034,NORMAL
2026-05-02T19:47:24.674,0.3,0.007,-0.922,-0.03,0.003,0.012,0.035,NORMAL
2026-05-02T19:47:25.174,0.315,-0.003,-0.958,-0.016,-0.008,-0.023,0.034,NORMAL
2026-05-02T19:47:25.674,0.353,0.005,-0.917,0.018,0.0,0.017,0.031,NORMAL
2026-05-02T19:47:26.174,0.369,0.0,-0.902,0.036,-0.004,0.031,0.032,NORMAL
2026-05-02T19:47:26.674,0.321,0.013,-0.872,-0.012,0.01,0.059,0.032,NORMAL
2026-05-02T19:47:27.174,0.313,-0.016,-0.909,-0.021,-0.018,0.023,0.032,NORMAL
2026-05-02T19:47:27.673,0.353,0.011,-0.932,0.018,0.008,0.002,0.033,NORMAL
2026-05-02T19:47:28.174,0.347,0.015,-0.952,0.015,0.012,-0.018,0.034,NORMAL
2026-05-02T19:47:28.674,0.321,-0.005,-0.953,-0.009,-0.007,-0.017,0.034,NORMAL
2026-05-02T19:47:29.173,0.321,0.004,-0.91,-0.012,0.001,0.026,0.034,NORMAL
2026-05-02T19:47:29.673,0.36,0.002,-0.917,0.026,-0.002,0.017,0.034,NORMAL
2026-05-02T19:47:30.174,0.341,0.009,-0.898,0.009,0.005,0.034,0.032,NORMAL
2026-05-02T19:47:30.673,0.315,0.003,-0.877,-0.016,0.0,0.054,0.032,NORMAL
2026-05-02T19:47:31.174,0.332,-0.01,-0.917,-0.001,-0.013,0.018,0.031,NORMAL
2026-05-02T19:47:31.674,0.333,0.016,-0.92,0.001,0.013,0.015,0.031,NORMAL
2026-05-02T19:47:32.173,0.327,0.016,-0.938,-0.003,0.013,-0.006,0.033,NORMAL
2026-05-02T19:47:32.674,0.305,0.001,-0.932,-0.023,-0.003,0.0,0.033,NORMAL
2026-05-02T19:47:33.174,0.295,0.0,-0.951,-0.035,-0.004,-0.017,0.034,NORMAL
2026-05-02T19:47:33.673,0.304,-0.006,-0.931,-0.027,-0.01,0.004,0.036,NORMAL
2026-05-02T19:47:34.174,0.361,-0.008,-0.96,0.031,-0.013,-0.024,0.035,NORMAL
2026-05-02T19:47:34.673,0.321,0.017,-0.957,-0.007,0.014,-0.024,0.036,NORMAL
2026-05-02T19:47:35.173,0.305,0.008,-0.909,-0.024,0.005,0.025,0.035,NORMAL
2026-05-02T19:47:35.673,0.337,-0.005,-0.94,0.005,-0.01,-0.005,0.034,NORMAL
2026-05-02T19:47:36.173,0.38,0.018,-0.954,0.047,0.014,-0.018,0.036,NORMAL
2026-05-02T19:47:36.673,0.362,0.009,-0.934,0.03,0.004,0.0,0.034,NORMAL
2026-05-02T19:47:37.173,0.318,-0.005,-0.905,-0.012,-0.009,0.028,0.033,NORMAL
2026-05-02T19:47:37.673,0.324,0.0,-0.927,-0.007,-0.003,0.007,0.033,NORMAL
2026-05-02T19:47:38.173,0.344,0.008,-0.91,0.011,0.003,0.026,0.031,NORMAL
2026-05-02T19:47:38.673,0.342,0.02,-0.945,0.011,0.015,-0.01,0.034,NORMAL
2026-05-02T19:47:39.173,0.32,-0.01,-0.919,-0.013,-0.013,0.014,0.032,NORMAL
2026-05-02T19:47:39.673,0.319,-0.015,-0.957,-0.013,-0.017,-0.022,0.031,NORMAL
2026-05-02T19:47:40.173,0.333,-0.001,-0.953,0.0,-0.006,-0.018,0.031,NORMAL
2026-05-02T19:47:40.673,0.349,-0.01,-0.94,0.016,-0.015,-0.008,0.029,NORMAL
2026-05-02T19:47:41.173,0.335,-0.007,-0.97,0.003,-0.013,-0.037,0.029,NORMAL
2026-05-02T19:47:41.672,0.303,0.007,-0.97,-0.029,0.002,-0.035,0.029,NORMAL
2026-05-02T19:47:42.172,0.347,0.009,-0.936,0.011,0.003,-0.001,0.029,NORMAL
2026-05-02T19:47:42.673,0.352,0.002,-0.909,0.019,-0.003,0.023,0.031,NORMAL
2026-05-02T19:47:43.173,0.32,0.007,-0.925,-0.008,0.002,0.005,0.034,NORMAL
2026-05-02T19:47:43.673,0.32,0.012,-0.931,-0.006,0.007,-0.003,0.035,NORMAL
2026-05-02T19:47:44.172,0.341,-0.008,-0.928,0.013,-0.013,0.004,0.035,NORMAL
2026-05-02T19:47:44.673,0.307,-0.007,-0.909,-0.022,-0.011,0.022,0.035,NORMAL
2026-05-02T19:47:45.172,0.35,0.001,-0.92,0.019,-0.003,0.011,0.034,NORMAL
2026-05-02T19:47:45.672,0.353,0.002,-0.923,0.022,0.0,0.01,0.034,NORMAL
2026-05-02T19:47:46.172,0.331,-0.007,-0.919,0.001,-0.008,0.013,0.031,NORMAL
2026-05-02T19:47:46.672,0.328,-0.012,-0.899,-0.004,-0.015,0.036,0.033,NORMAL
2026-05-02T19:47:47.172,0.358,0.009,-0.914,0.023,0.007,0.021,0.032,NORMAL
2026-05-02T19:47:47.672,0.352,0.012,-0.916,0.018,0.01,0.023,0.033,NORMAL
2026-05-02T19:47:48.173,0.328,-0.007,-0.888,-0.004,-0.008,0.049,0.034,NORMAL
2026-05-02T19:47:48.672,0.332,0.001,-0.913,0.001,-0.001,0.024,0.034,NORMAL
2026-05-02T19:47:49.172,0.349,0.001,-0.932,0.017,-0.002,0.005,0.033,NORMAL
2026-05-02T19:47:49.672,0.352,0.005,-0.892,0.021,0.002,0.044,0.033,NORMAL
2026-05-02T19:47:50.172,0.313,-0.006,-0.86,-0.016,-0.007,0.074,0.035,NORMAL
2026-05-02T19:47:50.672,0.321,-0.009,-0.899,-0.011,-0.011,0.034,0.035,NORMAL
2026-05-02T19:47:51.172,0.36,0.015,-0.936,0.026,0.009,0.0,0.035,NORMAL
2026-05-02T19:47:51.672,0.372,0.012,-0.942,0.038,0.007,-0.006,0.032,NORMAL
2026-05-02T19:47:52.172,0.312,-0.005,-0.963,-0.02,-0.01,-0.028,0.033,NORMAL
2026-05-02T19:47:52.672,0.328,-0.018,-0.931,-0.005,-0.022,0.006,0.033,NORMAL
2026-05-02T19:47:53.172,0.328,0.001,-0.935,-0.002,-0.002,0.001,0.032,NORMAL
2026-05-02T19:47:53.673,0.321,-0.016,-0.937,-0.009,-0.019,-0.001,0.028,NORMAL
2026-05-02T19:47:54.172,0.295,-0.015,-0.916,-0.036,-0.016,0.019,0.027,NORMAL
2026-05-02T19:47:54.672,0.312,0.0,-0.922,-0.018,-0.003,0.012,0.028,NORMAL
2026-05-02T19:47:55.172,0.319,0.007,-0.929,-0.01,0.002,0.004,0.027,NORMAL
2026-05-02T19:47:55.672,0.319,0.013,-0.955,-0.009,0.008,-0.022,0.027,NORMAL
2026-05-02T19:47:56.171,0.336,0.008,-0.944,0.005,0.003,-0.01,0.026,NORMAL
2026-05-02T19:47:56.671,0.34,0.019,-0.968,0.008,0.015,-0.031,0.032,NORMAL
2026-05-02T19:47:57.172,0.301,-0.01,-0.929,-0.027,-0.013,0.008,0.032,NORMAL
2026-05-02T19:47:57.672,0.323,-0.009,-0.959,-0.008,-0.013,-0.021,0.032,NORMAL
2026-05-02T19:47:58.172,0.35,0.005,-0.911,0.018,0.001,0.025,0.032,NORMAL
2026-05-02T19:47:58.671,0.357,0.005,-0.897,0.026,0.002,0.038,0.033,NORMAL
2026-05-02T19:47:59.171,0.313,-0.003,-0.869,-0.018,-0.005,0.064,0.035,NORMAL
2026-05-02T19:47:59.671,0.345,-0.01,-0.937,0.012,-0.012,-0.002,0.033,NORMAL
2026-05-02T19:48:00.171,0.377,0.009,-0.956,0.044,0.006,-0.02,0.035,NORMAL
2026-05-02T19:48:00.672,0.326,0.011,-0.954,-0.005,0.009,-0.016,0.034,NORMAL
2026-05-02T19:48:01.172,0.311,0.019,-0.948,-0.02,0.016,-0.011,0.035,NORMAL
2026-05-02T19:48:01.671,0.329,-0.001,-0.973,-0.003,-0.006,-0.036,0.034,NORMAL
2026-05-02T19:48:02.172,0.331,0.002,-0.95,0.001,-0.004,-0.013,0.034,NORMAL
2026-05-02T19:48:02.671,0.315,0.0,-0.931,-0.014,-0.004,0.005,0.032,NORMAL
2026-05-02T19:48:03.172,0.277,-0.014,-0.953,-0.052,-0.019,-0.017,0.031,NORMAL
2026-05-02T19:48:03.671,0.337,0.02,-0.943,0.004,0.015,-0.007,0.031,NORMAL
2026-05-02T19:48:04.171,0.364,-0.003,-0.918,0.032,-0.006,0.016,0.032,NORMAL
2026-05-02T19:48:04.671,0.309,-0.011,-0.874,-0.019,-0.014,0.058,0.035,NORMAL
2026-05-02T19:48:05.171,0.333,0.01,-0.924,0.002,0.006,0.009,0.035,NORMAL
2026-05-02T19:48:05.670,0.344,0.014,-0.957,0.014,0.01,-0.025,0.036,NORMAL
2026-05-02T19:48:06.171,0.32,-0.014,-0.954,-0.008,-0.017,-0.02,0.036,NORMAL
2026-05-02T19:48:06.671,0.283,-0.02,-0.933,-0.045,-0.022,0.002,0.035,NORMAL
2026-05-02T19:48:07.171,0.291,0.008,-0.922,-0.039,0.005,0.012,0.036,NORMAL
2026-05-02T19:48:07.670,0.332,0.029,-0.948,0.003,0.026,-0.013,0.039,NORMAL
2026-05-02T19:48:08.170,0.338,0.005,-0.901,0.008,0.004,0.034,0.036,NORMAL
2026-05-02T19:48:08.671,0.314,0.005,-0.902,-0.017,0.002,0.033,0.037,NORMAL
2026-05-02T19:48:09.171,0.372,0.014,-0.962,0.038,0.01,-0.026,0.039,NORMAL
2026-05-02T19:48:09.670,0.36,0.002,-0.944,0.026,-0.001,-0.008,0.039,NORMAL
2026-05-02T19:48:10.171,0.34,-0.009,-0.935,0.008,-0.012,0.003,0.039,NORMAL
2026-05-02T19:48:10.671,0.347,0.003,-0.92,0.013,-0.001,0.019,0.036,NORMAL
2026-05-02T19:48:11.170,0.365,0.021,-0.934,0.031,0.018,0.004,0.038,NORMAL
2026-05-02T19:48:11.671,0.314,0.018,-0.948,-0.015,0.016,-0.013,0.037,NORMAL
2026-05-02T19:48:12.171,0.316,0.0,-0.98,-0.014,-0.003,-0.042,0.035,NORMAL
2026-05-02T19:48:12.671,0.315,-0.017,-0.949,-0.016,-0.02,-0.011,0.036,NORMAL
2026-05-02T19:48:13.170,0.338,0.04,-0.929,0.008,0.036,0.008,0.037,NORMAL
2026-05-02T19:48:13.670,0.311,0.002,-0.916,-0.018,0.001,0.022,0.035,NORMAL
2026-05-02T19:48:14.170,0.329,0.013,-0.922,-0.002,0.01,0.015,0.033,NORMAL
2026-05-02T19:48:14.670,0.354,-0.005,-0.955,0.024,-0.006,-0.019,0.034,NORMAL
2026-05-02T19:48:15.170,0.317,0.01,-0.957,-0.013,0.008,-0.02,0.033,NORMAL
2026-05-02T19:48:15.670,0.327,-0.001,-0.94,-0.006,-0.005,-0.002,0.031,NORMAL
2026-05-02T19:48:16.170,0.352,0.012,-0.917,0.019,0.007,0.019,0.03,NORMAL
2026-05-02T19:48:16.670,0.358,0.005,-0.934,0.027,0.001,0.004,0.03,NORMAL
2026-05-02T19:48:17.170,0.332,0.007,-0.93,0.001,0.002,0.006,0.027,NORMAL
2026-05-02T19:48:17.671,0.327,-0.01,-0.947,-0.006,-0.015,-0.01,0.026,NORMAL
2026-05-02T19:48:18.170,0.306,0.012,-0.935,-0.024,0.007,0.003,0.026,NORMAL
2026-05-02T19:48:18.670,0.337,0.005,-0.917,0.008,0.0,0.02,0.027,NORMAL
2026-05-02T19:48:19.170,0.335,-0.013,-0.923,0.002,-0.018,0.015,0.027,NORMAL
2026-05-02T19:48:19.669,0.341,0.006,-0.902,0.006,0.0,0.035,0.028,NORMAL
2026-05-02T19:48:20.169,0.357,0.004,-0.93,0.025,0.001,0.008,0.03,NORMAL
2026-05-02T19:48:20.670,0.308,0.02,-0.922,-0.023,0.017,0.015,0.032,NORMAL
2026-05-02T19:48:21.170,0.318,-0.007,-0.933,-0.016,-0.011,0.002,0.032,NORMAL
2026-05-02T19:48:21.670,0.333,0.016,-0.922,0.002,0.012,0.011,0.033,NORMAL
2026-05-02T19:48:22.170,0.341,-0.002,-0.918,0.011,-0.005,0.016,0.032,NORMAL
2026-05-02T19:48:22.669,0.306,-0.002,-0.923,-0.024,-0.006,0.013,0.032,NORMAL
2026-05-02T19:48:23.169,0.354,0.019,-0.934,0.024,0.015,0.002,0.031,NORMAL
2026-05-02T19:48:23.670,0.354,0.008,-0.933,0.025,0.003,0.002,0.029,NORMAL
2026-05-02T19:48:24.169,0.338,-0.01,-0.933,0.007,-0.014,0.002,0.028,NORMAL
2026-05-02T19:48:24.670,0.348,-0.007,-0.937,0.015,-0.012,-0.001,0.026,NORMAL
2026-05-02T19:48:25.169,0.358,0.018,-0.957,0.025,0.012,-0.023,0.028,NORMAL
2026-05-02T19:48:25.670,0.347,0.012,-0.93,0.016,0.007,0.003,0.028,NORMAL
2026-05-02T19:48:26.170,0.32,-0.002,-0.907,-0.01,-0.007,0.025,0.029,NORMAL
2026-05-02T19:48:26.670,0.34,0.0,-0.951,0.009,-0.004,-0.016,0.031,NORMAL
2026-05-02T19:48:27.169,0.377,0.021,-0.95,0.044,0.017,-0.016,0.033,NORMAL
2026-05-02T19:48:27.669,0.353,0.021,-0.926,0.021,0.015,0.007,0.032,NORMAL
2026-05-02T19:48:28.169,0.315,-0.002,-0.893,-0.015,-0.007,0.039,0.032,NORMAL
2026-05-02T19:48:28.670,0.313,0.008,-0.897,-0.017,0.003,0.036,0.033,NORMAL
2026-05-02T19:48:29.169,0.348,0.016,-0.923,0.018,0.01,0.011,0.034,NORMAL
2026-05-02T19:48:29.669,0.366,0.005,-0.953,0.036,0.0,-0.021,0.033,NORMAL
2026-05-02T19:48:30.169,0.347,0.004,-0.94,0.015,0.0,-0.008,0.032,NORMAL
2026-05-02T19:48:30.669,0.313,0.028,-0.927,-0.02,0.023,0.007,0.032,NORMAL
2026-05-02T19:48:31.169,0.343,0.003,-0.973,0.01,-0.001,-0.04,0.033,NORMAL
2026-05-02T19:48:31.670,0.333,-0.006,-0.964,0.002,-0.008,-0.029,0.031,NORMAL
2026-05-02T19:48:32.169,0.317,-0.031,-0.985,-0.016,-0.031,-0.047,0.033,NORMAL
2026-05-02T19:48:32.669,0.335,0.01,-0.958,0.002,0.006,-0.022,0.035,NORMAL
2026-05-02T19:48:33.169,0.336,0.023,-0.961,0.005,0.019,-0.027,0.034,NORMAL
2026-05-02T19:48:33.669,0.325,0.003,-0.924,-0.005,0.0,0.007,0.034,NORMAL
2026-05-02T19:48:34.168,0.297,0.008,-0.96,-0.032,0.003,-0.027,0.035,NORMAL
2026-05-02T19:48:34.669,0.326,0.025,-0.959,-0.005,0.019,-0.025,0.034,NORMAL
2026-05-02T19:48:35.169,0.339,0.006,-0.955,0.008,0.001,-0.022,0.034,NORMAL
2026-05-02T19:48:35.668,0.32,0.0,-0.929,-0.01,-0.004,0.003,0.032,NORMAL
2026-05-02T19:48:36.169,0.3,-0.001,-0.957,-0.031,-0.006,-0.025,0.033,NORMAL
2026-05-02T19:48:36.669,0.353,0.015,-0.918,0.021,0.009,0.012,0.033,NORMAL
2026-05-02T19:48:37.168,0.364,0.021,-0.934,0.032,0.015,-0.001,0.031,NORMAL
2026-05-02T19:48:37.669,0.319,-0.002,-0.919,-0.014,-0.008,0.014,0.031,NORMAL
