timestamp,label,ax,ay,az,vx,vy,vz,rms,status
2026-05-02T20:36:30.021,slight_unbalance,-0.893,0.387,0.073,0.004,0.007,-0.02,0.021,NORMAL
2026-05-02T20:36:30.521,slight_unbalance,-0.904,0.389,0.069,-0.007,0.009,-0.022,0.021,NORMAL
2026-05-02T20:36:31.021,slight_unbalance,-0.898,0.362,0.089,0.0,-0.018,-0.003,0.02,NORMAL
2026-05-02T20:36:31.521,slight_unbalance,-0.887,0.36,0.088,0.01,-0.018,-0.002,0.018,NORMAL
2026-05-02T20:36:32.021,slight_unbalance,-0.891,0.376,0.112,0.007,-0.003,0.022,0.018,NORMAL
2026-05-02T20:36:32.521,slight_unbalance,-0.892,0.376,0.087,0.005,-0.003,-0.002,0.016,NORMAL
2026-05-02T20:36:33.021,slight_unbalance,-0.899,0.374,0.099,-0.003,-0.006,0.01,0.017,NORMAL
2026-05-02T20:36:33.521,slight_unbalance,-0.886,0.387,0.086,0.009,0.007,-0.002,0.016,NORMAL
2026-05-02T20:36:34.021,slight_unbalance,-0.901,0.366,0.121,-0.005,-0.013,0.03,0.016,NORMAL
2026-05-02T20:36:34.521,slight_unbalance,-0.892,0.368,0.087,0.005,-0.01,-0.006,0.016,NORMAL
2026-05-02T20:36:35.021,slight_unbalance,-0.909,0.386,0.089,-0.011,0.007,-0.003,0.018,NORMAL
2026-05-02T20:36:35.521,slight_unbalance,-0.903,0.386,0.079,-0.004,0.006,-0.011,0.018,NORMAL
2026-05-02T20:36:36.021,slight_unbalance,-0.9,0.375,0.093,-0.001,-0.004,0.003,0.017,NORMAL
2026-05-02T20:36:36.520,slight_unbalance,-0.884,0.4,0.102,0.014,0.021,0.009,0.019,NORMAL
2026-05-02T20:36:37.020,slight_unbalance,-0.893,0.393,0.078,0.005,0.014,-0.013,0.021,NORMAL
2026-05-02T20:36:37.521,slight_unbalance,-0.895,0.371,0.081,0.003,-0.009,-0.009,0.02,NORMAL
2026-05-02T20:36:38.021,slight_unbalance,-0.888,0.378,0.1,0.009,-0.001,0.009,0.018,NORMAL
2026-05-02T20:36:38.521,slight_unbalance,-0.896,0.366,0.083,0.001,-0.011,-0.008,0.018,NORMAL
2026-05-02T20:36:39.021,slight_unbalance,-0.887,0.357,0.096,0.01,-0.02,0.005,0.019,NORMAL
2026-05-02T20:36:39.521,slight_unbalance,-0.899,0.395,0.091,-0.003,0.016,-0.001,0.019,NORMAL
2026-05-02T20:36:40.021,slight_unbalance,-0.883,0.364,0.112,0.013,-0.015,0.018,0.018,NORMAL
2026-05-02T20:36:40.520,slight_unbalance,-0.892,0.372,0.086,0.004,-0.006,-0.008,0.019,NORMAL
2026-05-02T20:36:41.021,slight_unbalance,-0.896,0.39,0.105,0.0,0.011,0.011,0.019,NORMAL
2026-05-02T20:36:41.520,slight_unbalance,-0.9,0.371,0.112,-0.003,-0.009,0.017,0.019,NORMAL
2026-05-02T20:36:42.020,slight_unbalance,-0.889,0.383,0.105,0.008,0.003,0.01,0.018,NORMAL
2026-05-02T20:36:42.520,slight_unbalance,-0.892,0.373,0.08,0.006,-0.007,-0.014,0.017,NORMAL
2026-05-02T20:36:43.020,slight_unbalance,-0.898,0.357,0.103,-0.001,-0.022,0.008,0.018,NORMAL
2026-05-02T20:36:43.520,slight_unbalance,-0.905,0.37,0.105,-0.009,-0.007,0.009,0.017,NORMAL
